"","AirPollutionLevel","Longitude","Latitude","Zone"
"254",22.7838,8.84583,45.3044,"North"
"255",22.764193,14.424,40.9905,"South"
"256",22.692402,8.90556,45.1017,"North"
"257",22.61073,8.99222,44.3964,"North"
"258",22.573644,11.7981,42.0994,"Center"
"259",22.546249,7.5382,44.3818,"North"
"260",22.509145,8.20694,44.0519,"North"
"261",22.365893,10.6647,44.6908,"North"
"262",22.330516,14.287,40.9951,"South"
"263",22.287946,8.73667,45.5258,"North"
"264",22.275561,15.5478,41.4539,"Center"
"265",22.261243,16.2917,41.2317,"South"
"266",22.242322,14.0922,41.1853,"South"
"267",22.188083,13.7661,45.6405,"North"
"268",22.132068,8.98944,45.2828,"North"
"269",22.080789,9.71389,45.082,"North"
"270",22.066894,11.355,44.4833,"North"
"271",22.063324,10.7819,45.1644,"North"
"272",22.023553,10.3317,44.7936,"North"
"273",22.017193,11.4539,46.0518,"North"
"274",21.97327,14.2545,40.8637,"South"
"275",21.959773,7.878,45.4512,"North"
"276",21.904647,10.7914,44.5394,"North"
"277",21.895775,9.22278,45.8094,"North"
"278",21.887834,11.3114,45.1836,"North"
"279",21.816344,9.66694,45.235,"North"
"280",21.773785,17.2258,40.4886,"South"
"281",21.711614,8.84861,45.5467,"North"
"282",21.708962,10.9053,43.9408,"Center"
"283",21.620976,15.9094,41.6283,"Center"
"284",21.552698,9.94028,45.1483,"North"
"285",21.539044,10.0411,45.7136,"North"
"286",21.521309,8.0333,44.7037,"North"
"287",21.442564,9.46667,45.6833,"North"
"288",21.406751,9.95503,44.1109,"North"
"289",21.371366,16.6083,38.869,"South"
"290",21.342871,14.401,40.9797,"South"
"291",21.339633,9.58611,45.3086,"North"
"292",21.185061,12.8583,42.4042,"Center"
"293",21.16118,11.9022,45.6003,"North"
"294",21.132627,8.4024,45.3189,"North"
"295",21.066364,9.39583,45.8494,"North"
"296",21.029261,14.7856,40.9142,"South"
